Rank,Compound,SMILES,Affinity_kcal_per_mol,DLG_file,Within_Pocket
24530,ZINC000388353508_docked,N#Cc1cc(F)cc(Oc2nc(NN)ncc2Br)c1,-6.74,ZINC000388353508_docked.dlg,TRUE
24531,ZINC000157915313_docked,COc1cc(C#N)ccc1OCc1cccc(F)c1Cl,-6.74,ZINC000157915313_docked.dlg,TRUE
24532,ZINC000609468734_docked,COc1cc(C#N)ccc1Oc1ccc(NC(=O)NCC(=O)Nc2c(C)cccc2C)cc1,-6.74,ZINC000609468734_docked.dlg,FALSE
24533,ZINC000463511628_docked,COc1cc(C#N)ccc1S(=O)(=O)Nc1ccccc1Oc1ccccc1,-6.74,ZINC000463511628_docked.dlg,TRUE
24534,ZINC000302697334_docked,C[C@@H](Nc1c(F)cc(C#N)cc1F)[C@@H](O)c1ccc(F)cc1,-6.74,ZINC000302697334_docked.dlg,TRUE
24535,ZINC000529622916_docked,Cc1ccc(C(=O)N2CCC(Oc3cccc(F)c3)CC2)cc1S(C)(=O)=O,-6.74,ZINC000529622916_docked.dlg,FALSE
24536,ZINC000695087608_docked,CC(C)C[C@@H](Oc1cc(F)cc(C#N)c1)C(=O)NN,-6.74,ZINC000695087608_docked.dlg,TRUE
24537,ZINC000882389376_docked,COc1ccc([C@H](O)C2CCN(c3cc(C#N)nc(C)n3)CC2)cc1,-6.74,ZINC000882389376_docked.dlg,FALSE
24538,ZINC000230904754_docked,C[C@H](O)C1CCN(c2ccc(F)cc2C#N)CC1,-6.74,ZINC000230904754_docked.dlg,TRUE
24539,ZINC000723132651_docked,CC[C@@H]1C[C@H]1COc1cc(F)cc(C#N)c1,-6.74,ZINC000723132651_docked.dlg,TRUE
24540,ZINC000814573113_docked,CN(C)c1cc(C#N)cc(C(=O)O[C@@H]2CCOC2=O)c1,-6.74,ZINC000814573113_docked.dlg,FALSE
24541,ZINC000742322627_docked,C[C@H]1C[C@H](c2cccc(F)c2)N(S(=O)(=O)c2cc(S(C)(=O)=O)ccc2Cl)C1,-6.74,ZINC000742322627_docked.dlg,FALSE
24542,ZINC000386380733_docked,N#Cc1cc(F)cc(O[C@@H]2CS(=O)(=O)C[C@@H]2O)c1,-6.74,ZINC000386380733_docked.dlg,TRUE
24543,ZINC000513633027_docked,CS(=O)(=O)c1ccc(C(=O)N2CCO[C@@H](c3cccc(C#N)c3)C2)cc1[N+](=O)[O-],-6.74,ZINC000513633027_docked.dlg,FALSE
24544,ZINC000468725201_docked,CS(=O)(=O)c1cc([N+](=O)[O-])ccc1Oc1ccc(Oc2ccc(C#N)cc2)cc1,-6.74,ZINC000468725201_docked.dlg,FALSE
24545,ZINC001251613308_docked,CC[C@H](NC(=O)N[C@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)[C@H](O)c1c(F)cccc1F,-6.74,ZINC001251613308_docked.dlg,FALSE
24546,ZINC000229946896_docked,Cc1ccc(OCc2cc(F)ccc2C#N)cc1,-6.74,ZINC000229946896_docked.dlg,TRUE
24547,ZINC000413673950_docked,CS(=O)(=O)c1ccc(NC(=O)[C@@H]2C[C@H]2c2cccc(C#N)c2)cc1C(F)F,-6.74,ZINC000413673950_docked.dlg,FALSE
24548,ZINC000232363437_docked,Cc1c(N)cccc1COc1ccc(C#N)cc1F,-6.74,ZINC000232363437_docked.dlg,TRUE
24549,ZINC000094621364_docked,C[C@@H](O)c1cc(F)ccc1OCc1ccc(C#N)cc1,-6.74,ZINC000094621364_docked.dlg,TRUE
24550,ZINC000382237168_docked,Cc1cc(N)c(Oc2ccc(F)cc2C#N)cc1F,-6.74,ZINC000382237168_docked.dlg,TRUE
24551,ZINC000583731177_docked,COc1cc(OCc2ccc(F)cc2C)ccc1C#N,-6.74,ZINC000583731177_docked.dlg,TRUE
24552,ZINC000766525585_docked,COc1cc(C#N)ccc1S(=O)(=O)N[C@@H](CO)C[C@H](O)c1ccccc1,-6.74,ZINC000766525585_docked.dlg,TRUE
24553,ZINC000396921491_docked,N#Cc1cc(F)cc(Oc2ccc(C#N)nn2)c1,-6.73,ZINC000396921491_docked.dlg,TRUE
24554,ZINC000260126055_docked,COc1cccc(S(C)(=O)=O)c1[C@H]1C[C@H](C#N)CN1,-6.73,ZINC000260126055_docked.dlg,TRUE
24555,ZINC000870146401_docked,COc1ccc([C@@H]2CN(C(=O)c3ccc(F)c(S(C)(=O)=O)c3)CCN2)cc1,-6.73,ZINC000870146401_docked.dlg,FALSE
24556,ZINC000465447126_docked,Cc1cc(C#N)ccc1Oc1ccc(C(=O)Nc2cc(S(C)(=O)=O)ccc2F)cc1,-6.73,ZINC000465447126_docked.dlg,FALSE
24557,ZINC000488136551_docked,N#Cc1cccc(-c2nnc(CNc3ccc(Oc4ccccc4)c(C#N)c3)o2)c1,-6.73,ZINC000488136551_docked.dlg,FALSE
24558,ZINC000554187681_docked,N#Cc1cc(F)ccc1S(=O)(=O)N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)C1=O,-6.73,ZINC000554187681_docked.dlg,FALSE
24559,ZINC000310994885_docked,N#Cc1cc(F)cc(Oc2c(N)cccc2F)c1,-6.73,ZINC000310994885_docked.dlg,TRUE
24560,ZINC000111026975_docked,Cc1ccc(Oc2ccc(F)cc2C#N)c(N)c1,-6.73,ZINC000111026975_docked.dlg,TRUE
24561,ZINC000070094681_docked,COCc1cccc(Oc2ccc(C#N)cc2N)c1,-6.73,ZINC000070094681_docked.dlg,TRUE
24562,ZINC000381868246_docked,Cc1ccc([C@H](Oc2cc(F)cc(C#N)c2)[C@@H](C)N)o1,-6.73,ZINC000381868246_docked.dlg,TRUE
24563,ZINC000232362726_docked,N#Cc1ccc(Oc2ccc(N)c(C#N)c2)c(F)c1,-6.73,ZINC000232362726_docked.dlg,TRUE
24564,ZINC000714505175_docked,Cc1cc(C#N)ccc1S(=O)(=O)N1C[C@@H](F)[C@H](F)C1,-6.73,ZINC000714505175_docked.dlg,TRUE
24565,ZINC000288697328_docked,CCCCS(=O)(=O)Oc1cc(F)cc(C#N)c1,-6.73,ZINC000288697328_docked.dlg,TRUE
24566,ZINC000612400347_docked,COCc1nc(OC)cc(Oc2ccc(C#N)cc2C)n1,-6.73,ZINC000612400347_docked.dlg,TRUE
24567,ZINC000903643482_docked,CC[C@@H](C#N)N(C)S(=O)(=O)c1cc(F)ccc1OC(C)C,-6.73,ZINC000903643482_docked.dlg,FALSE
24568,ZINC001189575266_docked,CC(C)(C)c1ccc(C#N)c(OCc2cc(F)ccc2OC(F)F)n1,-6.73,ZINC001189575266_docked.dlg,FALSE
24569,ZINC000234938534_docked,COc1cc(C#N)cc(Oc2ccc(C)cc2CO)c1,-6.73,ZINC000234938534_docked.dlg,TRUE
24570,ZINC000403052391_docked,CC(C)N[C@@](C)(COc1cc(F)cc(C#N)c1)C(=O)O,-6.73,ZINC000403052391_docked.dlg,TRUE
24571,ZINC000382350771_docked,N#Cc1cc(F)cc(OCc2cc(F)ccc2F)c1,-6.73,ZINC000382350771_docked.dlg,TRUE
24572,ZINC000266027597_docked,CC(=O)c1ccc(S(C)(=O)=O)c(NC[C@@H](O)COc2ccc(F)cc2)c1,-6.73,ZINC000266027597_docked.dlg,TRUE
24573,ZINC000611018542_docked,CN1CCCN(S(=O)(=O)c2ccc(F)cc2C#N)c2ccc(F)cc21,-6.73,ZINC000611018542_docked.dlg,TRUE
24574,ZINC000271590438_docked,COc1cc([C@H](C)NC[C@](C)(O)C(F)(F)F)ccc1S(C)(=O)=O,-6.73,ZINC000271590438_docked.dlg,TRUE
24575,ZINC000144602622_docked,C[C@H](NC(=O)NNC(=O)c1ccc(C#N)cc1)c1ccc(Oc2ccccc2)c(F)c1,-6.73,ZINC000144602622_docked.dlg,FALSE
24576,ZINC000874773253_docked,COc1ccc(OC)c([C@@H](O)[C@H](C)NC(=O)c2cc(C#N)cc(N(C)C)c2)c1,-6.73,ZINC000874773253_docked.dlg,FALSE
24577,ZINC000792563664_docked,COc1cc(C#N)cc(OC[C@@H](O)c2ccc(S(C)(=O)=O)cc2)c1,-6.73,ZINC000792563664_docked.dlg,FALSE
24578,ZINC000514972662_docked,CS(=O)(=O)c1cccc(Oc2ccc(NC(=O)N[C@H]3C[C@@H]3c3cccc(F)c3)cc2)c1,-6.73,ZINC000514972662_docked.dlg,FALSE
24579,ZINC000336674025_docked,N#Cc1cc(F)cc(OCC2(O)CCCC2)c1,-6.73,ZINC000336674025_docked.dlg,TRUE
24580,ZINC000412634279_docked,CC(C)(Oc1ccc(C#N)cc1)C(=O)NCc1ccccc1S(C)(=O)=O,-6.73,ZINC000412634279_docked.dlg,TRUE
24581,ZINC000786459170_docked,CS(=O)(=O)c1cc(C(=O)N2CCc3ccccc3[C@H]2Cc2ccccc2)ccc1F,-6.73,ZINC000786459170_docked.dlg,FALSE
24582,ZINC000515307275_docked,COc1ccc(C(=O)N2CCC[C@@]3(CCCCO3)[C@H]2C#N)cc1S(C)(=O)=O,-6.73,ZINC000515307275_docked.dlg,TRUE
24583,ZINC000792480008_docked,COC[C@@H](C#N)OC(=O)c1ccc(F)c(S(C)(=O)=O)c1,-6.73,ZINC000792480008_docked.dlg,FALSE
24584,ZINC000393584783_docked,CCCN1CC(NCc2cc(F)ccc2C#N)C1,-6.73,ZINC000393584783_docked.dlg,TRUE
24585,ZINC000145592561_docked,N#Cc1cc(CO)ccc1Oc1cccc(F)c1,-6.73,ZINC000145592561_docked.dlg,TRUE
24586,ZINC000744398322_docked,N#Cc1ccc(C(=O)NNC(=O)CN2CCC([C@@H](O)c3ccc(F)cc3)CC2)cc1,-6.73,ZINC000744398322_docked.dlg,TRUE
24587,ZINC000766525844_docked,COc1cc(C#N)ccc1S(=O)(=O)N1CCOC[C@H]1C[C@@H](O)c1ccco1,-6.73,ZINC000766525844_docked.dlg,TRUE
24588,ZINC000766469056_docked,COc1ccc(CN(C)S(=O)(=O)c2ccc(C#N)cc2OC)cc1F,-6.73,ZINC000766469056_docked.dlg,TRUE
24589,ZINC000500368136_docked,CN(C(=O)c1cccc(Oc2ccc(Cl)cc2C#N)c1)c1cccc(S(C)(=O)=O)c1,-6.73,ZINC000500368136_docked.dlg,FALSE
24590,ZINC000127680824_docked,N#Cc1cccc([C@@H](O)c2cccc(F)c2)c1,-6.73,ZINC000127680824_docked.dlg,TRUE
24591,ZINC000043395821_docked,Cc1ccc(C#N)c(Oc2cc(F)ccc2N)n1,-6.73,ZINC000043395821_docked.dlg,TRUE
24592,ZINC000311784690_docked,N#Cc1ccc(Oc2ccc(C(N)=O)c(N)c2)cc1,-6.73,ZINC000311784690_docked.dlg,TRUE
24593,ZINC000151879712_docked,CCCN(CC(=O)NC)S(=O)(=O)c1ccc(F)cc1C#N,-6.73,ZINC000151879712_docked.dlg,TRUE
24594,ZINC000464917185_docked,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(Oc4ccc(C#N)cc4C)cc3)CC2)cc1,-6.73,ZINC000464917185_docked.dlg,FALSE
24595,ZINC000512955079_docked,CS(=O)(=O)c1ccc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](c2ccccc2)C3)cc1Br,-6.73,ZINC000512955079_docked.dlg,FALSE
24596,ZINC000382155124_docked,N#Cc1cc(F)cc(Oc2ncc(N)cc2C#N)c1,-6.73,ZINC000382155124_docked.dlg,TRUE
24597,ZINC000263152153_docked,CC(=O)c1ccc(S(C)(=O)=O)c(N2C[C@@H](C)C[C@@H](C(=O)O)C2)c1,-6.73,ZINC000263152153_docked.dlg,TRUE
24598,ZINC000111037072_docked,N#Cc1cc(F)ccc1Oc1ccc(C(N)=O)cc1,-6.73,ZINC000111037072_docked.dlg,TRUE
24599,ZINC000260375404_docked,CSc1cc([C@H](C#N)CN)ccc1S(C)(=O)=O,-6.73,ZINC000260375404_docked.dlg,TRUE
24600,ZINC001191077842_docked,CS(=O)(=O)c1cccc(C(=O)N2CCN(C[C@@H](O)c3cccc(C#N)c3)CC2)c1,-6.73,ZINC001191077842_docked.dlg,FALSE
24601,ZINC000133483992_docked,Cc1cc(Oc2ccc(C#N)c(F)c2)c([C@H](C)O)cc1F,-6.73,ZINC000133483992_docked.dlg,TRUE
24602,ZINC000234935565_docked,COc1cc(C#N)cc(Oc2ccc(C#N)cc2F)c1,-6.73,ZINC000234935565_docked.dlg,TRUE
24603,ZINC000381285508_docked,N#Cc1cc(F)cc(OCC2(CS)CC2)c1,-6.73,ZINC000381285508_docked.dlg,TRUE
24604,ZINC000809212256_docked,N#Cc1cc(F)cc(OC[C@@H](O)c2c(F)cccc2F)c1,-6.73,ZINC000809212256_docked.dlg,FALSE
24605,ZINC000720016019_docked,C[C@@H](C#N)N(C)S(=O)(=O)c1cc(F)cc(C#N)c1,-6.73,ZINC000720016019_docked.dlg,TRUE
24606,ZINC000194314453_docked,COc1ccc(OC)c2c1CN(Cc1c(F)cc(C#N)cc1F)C[C@@H]2O,-6.73,ZINC000194314453_docked.dlg,TRUE
24607,ZINC000485248710_docked,N#Cc1cc(NC(=O)C(=O)N[C@H]2CC[C@H](c3cccc(F)c3)C2)ccc1Oc1ccccc1,-6.73,ZINC000485248710_docked.dlg,FALSE
24608,ZINC000110634947_docked,CCOc1cc(Oc2ccc(C#N)cc2)c(N)cc1F,-6.73,ZINC000110634947_docked.dlg,TRUE
24609,ZINC000524146434_docked,CS(=O)(=O)Nc1ccc(C(=O)Nc2ccc(Oc3cccc(F)c3)c3ccncc23)cc1,-6.73,ZINC000524146434_docked.dlg,FALSE
24610,ZINC000554686136_docked,Cc1ccc(S(=O)(=O)N2CCN(C(=O)COc3cc(F)cc(C#N)c3)CC2)cc1C,-6.73,ZINC000554686136_docked.dlg,FALSE
24611,ZINC000716149666_docked,CS(=O)(=O)C1CC(Nc2c(N)ccc(F)c2C#N)C1,-6.73,ZINC000716149666_docked.dlg,TRUE
24612,ZINC000093647981_docked,CN(C)c1ccc(N)c(Oc2ccc(C#N)cc2F)c1,-6.73,ZINC000093647981_docked.dlg,TRUE
24613,ZINC000404104431_docked,CCCN[C@@H](CC)[C@@H](C)Oc1cc(F)cc(C#N)c1,-6.73,ZINC000404104431_docked.dlg,TRUE
24614,ZINC000918155119_docked,CS(=O)(=O)c1ccc(/C=C/C(=O)c2ccc(Oc3ccccc3)c(F)c2)cc1,-6.73,ZINC000918155119_docked.dlg,FALSE
24615,ZINC000610991909_docked,COc1ccc(CN2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)cc1C#N,-6.73,ZINC000610991909_docked.dlg,TRUE
24616,ZINC000335474477_docked,CN(C(C)(C)C)S(=O)(=O)c1ccc(F)cc1C#N,-6.73,ZINC000335474477_docked.dlg,TRUE
24617,ZINC000751140836_docked,CCN1C(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C#N)cc4OC)cc3)cc2S1(=O)=O,-6.73,ZINC000751140836_docked.dlg,FALSE
24618,ZINC000065807921_docked,COc1cc(C#N)ccc1OCCCC(=O)Nc1ccccc1Oc1cccc(F)c1,-6.73,ZINC000065807921_docked.dlg,TRUE
24619,ZINC000759354500_docked,C[C@@H](C(=O)OCc1cc(F)ccc1C#N)S(C)(=O)=O,-6.73,ZINC000759354500_docked.dlg,TRUE
24620,ZINC000511743020_docked,Cc1cc(Oc2ccc(C#N)cc2)ccc1NS(=O)(=O)c1ccc(F)cc1C,-6.73,ZINC000511743020_docked.dlg,TRUE
24621,ZINC000309293958_docked,N#Cc1cc(F)cc(OCc2ccsc2)c1,-6.73,ZINC000309293958_docked.dlg,TRUE
24622,ZINC000309473128_docked,N#Cc1cc(F)cc(O[C@H]2CCC(=O)C2)c1,-6.73,ZINC000309473128_docked.dlg,TRUE
24623,ZINC000414480071_docked,Cc1cc(S(C)(=O)=O)c(C)c(S(=O)(=O)N2CCc3cc(C#N)ccc32)c1,-6.73,ZINC000414480071_docked.dlg,FALSE
24624,ZINC000091331985_docked,C[C@@H](C(=O)OC(C)(C)C)c1cc(F)cc(C#N)c1,-6.73,ZINC000091331985_docked.dlg,TRUE
24625,ZINC000484505884_docked,COc1cc([C@H](C)N[C@H](c2cccc(F)c2)c2cccc(Cl)c2)ccc1S(C)(=O)=O,-6.73,ZINC000484505884_docked.dlg,FALSE
24626,ZINC001187379591_docked,C[C@@H](O)C1CCN(c2cc(F)ccc2C#N)CC1,-6.73,ZINC001187379591_docked.dlg,FALSE
24627,ZINC000549810563_docked,Cc1cc(C#N)ccc1OC[C@H](O)COc1ccc(F)cc1,-6.73,ZINC000549810563_docked.dlg,TRUE
24628,ZINC001216827415_docked,C[C@H]1C[C@H](NC(=O)Nc2ccc(Oc3ccccc3)c(C#N)c2)C(=O)N1c1cnn(C)c1,-6.73,ZINC001216827415_docked.dlg,FALSE
24629,ZINC000562559290_docked,Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2CC[C@@H]2C2CC2)cc1,-6.73,ZINC000562559290_docked.dlg,TRUE
24630,ZINC000723132650_docked,CC[C@@H]1C[C@@H]1COc1cc(F)cc(C#N)c1,-6.73,ZINC000723132650_docked.dlg,TRUE
24631,ZINC000134307335_docked,N#Cc1ccc(OCc2ccc(F)cc2C#N)c(F)c1,-6.72,ZINC000134307335_docked.dlg,TRUE
24632,ZINC000312525342_docked,N#Cc1cc(F)cc(Oc2ccc(N)c(C(=O)O)c2)c1,-6.72,ZINC000312525342_docked.dlg,TRUE
24633,ZINC000611024695_docked,C[C@@H]1CCN(Cc2ccccc2)CCN1S(=O)(=O)c1ccc(F)cc1C#N,-6.72,ZINC000611024695_docked.dlg,TRUE
24634,ZINC000858847148_docked,COc1cccc([C@@H](O)C2CCN(c3c(F)cc(C#N)cc3F)CC2)c1,-6.72,ZINC000858847148_docked.dlg,FALSE
24635,ZINC000403721424_docked,N#Cc1cc(F)cc(O[C@H]2CCC[C@@](N)(CO)C2)c1,-6.72,ZINC000403721424_docked.dlg,TRUE
24636,ZINC000132754991_docked,CS(=O)(=O)c1ccccc1Oc1ccc(F)cc1C(=O)O,-6.72,ZINC000132754991_docked.dlg,TRUE
24637,ZINC000308267022_docked,Cc1cc(Oc2cc(F)ccc2N)cc(C#N)n1,-6.72,ZINC000308267022_docked.dlg,TRUE
24638,ZINC000509494598_docked,CC(=O)c1ccc(S(C)(=O)=O)c(N2CCC(N3CCc4cc(F)ccc43)CC2)c1,-6.72,ZINC000509494598_docked.dlg,FALSE
24639,ZINC000725436244_docked,CS(=O)(=O)c1ccc(C#Cc2cc(F)cc(F)c2)cc1,-6.72,ZINC000725436244_docked.dlg,TRUE
24640,ZINC000741841299_docked,COc1cc(C(=O)/C=C\c2cc3cc(F)ccc3o2)ccc1S(C)(=O)=O,-6.72,ZINC000741841299_docked.dlg,TRUE
24641,ZINC000515715694_docked,C[C@H](N[C@H](C)c1ccc(Oc2ccccc2)c(F)c1)C(=O)Nc1ccccc1C#N,-6.72,ZINC000515715694_docked.dlg,FALSE
24642,ZINC000289792267_docked,N#Cc1cc(F)cc(OCC[C@@H]2CCOC2=O)c1,-6.72,ZINC000289792267_docked.dlg,TRUE
24643,ZINC000594728753_docked,Cc1cc(F)ccc1S(=O)(=O)N(C1CC1)[C@H](C)C#N,-6.72,ZINC000594728753_docked.dlg,TRUE
24644,ZINC000110642101_docked,CC(C)Oc1cc(Oc2ccc(C#N)cc2)c(N)cc1F,-6.72,ZINC000110642101_docked.dlg,TRUE
24645,ZINC000546379893_docked,COc1cc(Cc2noc(-c3ccc(-c4ccc(F)cc4)n3C)n2)ccc1S(C)(=O)=O,-6.72,ZINC000546379893_docked.dlg,FALSE
24646,ZINC000386359919_docked,N#Cc1cc(F)cc(Oc2ccc(C=O)cn2)c1,-6.72,ZINC000386359919_docked.dlg,TRUE
24647,ZINC000252493840_docked,COc1cc([C@@H]2C[C@@H](N)[C@H]2C)ccc1S(C)(=O)=O,-6.72,ZINC000252493840_docked.dlg,TRUE
24648,ZINC000390231171_docked,COc1cc([C@H]2C[C@@H]2Br)ccc1S(C)(=O)=O,-6.72,ZINC000390231171_docked.dlg,TRUE
24649,ZINC001265601683_docked,COc1ccc(C(=O)N2CCc3cc(-c4cccc(F)c4)ccc32)cc1S(C)(=O)=O,-6.72,ZINC001265601683_docked.dlg,FALSE
24650,ZINC000383783313_docked,N#Cc1cc(F)cc(Oc2ccc(N)cc2)c1,-6.72,ZINC000383783313_docked.dlg,TRUE
24651,ZINC000236327651_docked,N#Cc1ccnc(Oc2ccc(F)cc2N)c1Cl,-6.72,ZINC000236327651_docked.dlg,TRUE
24652,ZINC000234960832_docked,COc1ccc(N)c(Oc2nccc(C#N)c2Cl)c1,-6.72,ZINC000234960832_docked.dlg,TRUE
24653,ZINC000340793886_docked,COc1ccc(NC(=O)COc2cc(F)cc(C#N)c2)cc1OC,-6.72,ZINC000340793886_docked.dlg,TRUE
24654,ZINC000291881941_docked,COC(=O)[C@@H](CNS(=O)(=O)c1ccc(F)cc1C#N)OC,-6.72,ZINC000291881941_docked.dlg,TRUE
24655,ZINC000386352748_docked,N#Cc1ccc(Oc2cc(F)cc(C#N)c2)nc1,-6.72,ZINC000386352748_docked.dlg,TRUE
24656,ZINC000614369859_docked,N#Cc1cc(F)ccc1S(=O)(=O)N1c2ccccc2C[C@H]1C(=O)O,-6.72,ZINC000614369859_docked.dlg,TRUE
24657,ZINC000195471891_docked,C#CC(C)(C)N(C)S(=O)(=O)c1ccc(F)cc1C#N,-6.72,ZINC000195471891_docked.dlg,TRUE
24658,ZINC000489844998_docked,CS(=O)(=O)c1ccc2c(c1)CCN(S(=O)(=O)c1ccc(C#N)c(F)c1)CC2,-6.72,ZINC000489844998_docked.dlg,FALSE
24659,ZINC000310948302_docked,N#Cc1cc(F)cc(O[C@H]2CCCCC[C@H]2O)c1,-6.72,ZINC000310948302_docked.dlg,TRUE
24660,ZINC000785366634_docked,COC[C@@H](C#N)OC(=O)c1ccc(Oc2ccc(C#N)cc2C)cc1,-6.72,ZINC000785366634_docked.dlg,TRUE
24661,ZINC001198781727_docked,COc1cc([C@H](C)N[C@@H](C)C(=O)Nc2cccc(C#N)c2)ccc1S(C)(=O)=O,-6.72,ZINC001198781727_docked.dlg,FALSE
24662,ZINC000260126074_docked,COc1cccc(S(C)(=O)=O)c1[C@H]1C[C@@H](C#N)CN1,-6.72,ZINC000260126074_docked.dlg,TRUE
24663,ZINC000718540763_docked,COCc1nc(N)cc(Nc2cc(F)cc(C#N)c2)n1,-6.72,ZINC000718540763_docked.dlg,TRUE
24664,ZINC000096519197_docked,CS(=O)(=O)[C@@H](I)[C@H](O)c1cccc(F)c1,-6.72,ZINC000096519197_docked.dlg,TRUE
24665,ZINC000523074926_docked,COc1cc(C#N)ccc1Oc1ccc(NS(C)(=O)=O)cc1,-6.72,ZINC000523074926_docked.dlg,TRUE
24666,ZINC000127025671_docked,CN(C)c1ccc(N)c(Oc2c(F)cc(C#N)cc2F)c1,-6.72,ZINC000127025671_docked.dlg,TRUE
24667,ZINC000464419168_docked,COc1cc(C#N)ccc1S(=O)(=O)N[C@@H](CO)c1cccc(F)c1,-6.72,ZINC000464419168_docked.dlg,TRUE
24668,ZINC000521123673_docked,Cc1ccc(C(=O)N2CCN(C(=O)c3cccc(F)c3)CC2)cc1S(C)(=O)=O,-6.72,ZINC000521123673_docked.dlg,FALSE
24669,ZINC000747061764_docked,COc1cc(C(=O)/C=C/c2c(C)nn(Cc3ccc(F)cc3)c2Cl)ccc1S(C)(=O)=O,-6.72,ZINC000747061764_docked.dlg,FALSE
24670,ZINC000340793495_docked,Cc1cnc(COc2cc(F)cc(C#N)c2)nc1,-6.72,ZINC000340793495_docked.dlg,TRUE
24671,ZINC000928781050_docked,CC[C@H](NC(=O)CNC(=O)c1ccc(C#N)cc1)c1cc(F)ccc1OC,-6.72,ZINC000928781050_docked.dlg,FALSE
24672,ZINC000235869856_docked,Cc1ccc(Oc2cccc(F)c2)c(C#N)c1,-6.72,ZINC000235869856_docked.dlg,TRUE
24673,ZINC000919831367_docked,Cc1cccc(C#N)c1S(=O)(=O)N1[C@H]2CC[C@@H]1CN(C)CC2,-6.72,ZINC000919831367_docked.dlg,FALSE
24674,ZINC000700504250_docked,Cc1cc(O)nc(COc2cc(F)cc(C#N)c2)n1,-6.72,ZINC000700504250_docked.dlg,TRUE
24675,ZINC000490477380_docked,CCc1ccc(C(=O)Nc2ccc(Oc3ccccc3)c(C#N)c2)cc1S(C)(=O)=O,-6.72,ZINC000490477380_docked.dlg,FALSE
24676,ZINC000176770059_docked,COc1ccc(CN(C)S(=O)(=O)c2ccc(F)cc2C#N)c(OC)c1,-6.72,ZINC000176770059_docked.dlg,TRUE
24677,ZINC000488728085_docked,COC(=O)[C@H]1CCN(c2cc(C(C)=O)ccc2S(C)(=O)=O)[C@H]1C(C)C,-6.72,ZINC000488728085_docked.dlg,TRUE
24678,ZINC000309325693_docked,CC[C@H](CBr)COc1cc(F)cc(C#N)c1,-6.72,ZINC000309325693_docked.dlg,TRUE
24679,ZINC000184840669_docked,COc1cc(C#N)ccc1S(=O)(=O)N(C)c1cc(F)ccc1F,-6.72,ZINC000184840669_docked.dlg,TRUE
24680,ZINC000227636388_docked,CC(C)(C)CCOc1cc(F)cc(C#N)c1,-6.72,ZINC000227636388_docked.dlg,TRUE
24681,ZINC000335359118_docked,N#Cc1cc(F)ccc1S(=O)(=O)N1CC[C@H](F)C1,-6.72,ZINC000335359118_docked.dlg,TRUE
24682,ZINC000225732679_docked,Cc1cc2c(S(C)(=O)=O)ccc(N)c2cn1,-6.72,ZINC000225732679_docked.dlg,TRUE
24683,ZINC000550653659_docked,CS(=O)(=O)c1ccccc1CC(=O)Nc1ccc(Oc2ccccc2C#N)c(F)c1,-6.72,ZINC000550653659_docked.dlg,FALSE
24684,ZINC000161699596_docked,Cc1cc(C#N)cc(Oc2ccc(F)cc2N)n1,-6.72,ZINC000161699596_docked.dlg,TRUE
24685,ZINC000766200477_docked,COc1cc([C@H](C)N[C@@H]2CCCN(c3ccc(C)cc3)C2=O)ccc1S(C)(=O)=O,-6.72,ZINC000766200477_docked.dlg,FALSE
24686,ZINC000130528640_docked,COc1ccc(Oc2cc(C#N)ccc2N)cc1,-6.72,ZINC000130528640_docked.dlg,TRUE
24687,ZINC000289949901_docked,CC[C@H]1CN(C)CCCN1S(=O)(=O)c1ccc(F)cc1C#N,-6.72,ZINC000289949901_docked.dlg,TRUE
24688,ZINC000488342576_docked,COC(=O)c1ccc(F)cc1S(=O)(=O)Nc1ccc(Oc2ccccc2)c(C#N)c1,-6.72,ZINC000488342576_docked.dlg,TRUE
24689,ZINC000520730432_docked,Cc1ccc(S(C)(=O)=O)cc1S(=O)(=O)NC[C@H](c1cccc(F)c1)N1CCOCC1,-6.72,ZINC000520730432_docked.dlg,TRUE
24690,ZINC000195338648_docked,CS(=O)(=O)c1ccc(C(=O)/C=C/c2c(F)cc(C#N)cc2F)cc1F,-6.72,ZINC000195338648_docked.dlg,TRUE
24691,ZINC000692846107_docked,Cc1nc(COc2cc(F)cc(C#N)c2)n(C)n1,-6.72,ZINC000692846107_docked.dlg,TRUE
24692,ZINC000285572541_docked,CO[C@@H](C)CN(C)S(=O)(=O)c1ccc(F)cc1C#N,-6.72,ZINC000285572541_docked.dlg,TRUE
24693,ZINC000082288410_docked,N#Cc1ccc(Oc2ccccc2)c(C#N)c1,-6.72,ZINC000082288410_docked.dlg,TRUE
24694,ZINC000194621889_docked,C[C@H](Oc1cccc(F)c1)c1ccc(C#N)cc1,-6.72,ZINC000194621889_docked.dlg,TRUE
24695,ZINC000769177990_docked,CN(C)c1ccc(NC(=O)COc2cccc(C#N)c2)c(C(N)=O)c1,-6.72,ZINC000769177990_docked.dlg,TRUE
